-15.000000    0.000057  0.000057 
-14.984992    0.000057  0.000057 
-14.969985    0.000057  0.000057 
-14.954977    0.000057  0.000057 
-14.939970    0.000057  0.000057 
-14.924962    0.000058  0.000058 
-14.909955    0.000058  0.000058 
-14.894947    0.000058  0.000058 
-14.879940    0.000058  0.000058 
-14.864932    0.000058  0.000058 
-14.849925    0.000058  0.000058 
-14.834917    0.000058  0.000058 
-14.819910    0.000058  0.000058 
-14.804902    0.000058  0.000058 
-14.789895    0.000059  0.000059 
-14.774887    0.000059  0.000059 
-14.759880    0.000059  0.000059 
-14.744872    0.000059  0.000059 
-14.729865    0.000059  0.000059 
-14.714857    0.000059  0.000059 
-14.699850    0.000059  0.000059 
-14.684842    0.000059  0.000059 
-14.669835    0.000059  0.000059 
-14.654827    0.000059  0.000059 
-14.639820    0.000060  0.000060 
-14.624812    0.000060  0.000060 
-14.609805    0.000060  0.000060 
-14.594797    0.000060  0.000060 
-14.579790    0.000060  0.000060 
-14.564782    0.000060  0.000060 
-14.549775    0.000060  0.000060 
-14.534767    0.000060  0.000060 
-14.519760    0.000060  0.000060 
-14.504752    0.000061  0.000061 
-14.489745    0.000061  0.000061 
-14.474737    0.000061  0.000061 
-14.459730    0.000061  0.000061 
-14.444722    0.000061  0.000061 
-14.429715    0.000061  0.000061 
-14.414707    0.000061  0.000061 
-14.399700    0.000061  0.000061 
-14.384692    0.000062  0.000062 
-14.369685    0.000062  0.000062 
-14.354677    0.000062  0.000062 
-14.339670    0.000062  0.000062 
-14.324662    0.000062  0.000062 
-14.309655    0.000062  0.000062 
-14.294647    0.000062  0.000062 
-14.279640    0.000062  0.000062 
-14.264632    0.000062  0.000062 
-14.249625    0.000063  0.000063 
-14.234617    0.000063  0.000063 
-14.219610    0.000063  0.000063 
-14.204602    0.000063  0.000063 
-14.189595    0.000063  0.000063 
-14.174587    0.000063  0.000063 
-14.159580    0.000063  0.000063 
-14.144572    0.000063  0.000063 
-14.129565    0.000064  0.000064 
-14.114557    0.000064  0.000064 
-14.099550    0.000064  0.000064 
-14.084542    0.000064  0.000064 
-14.069535    0.000064  0.000064 
-14.054527    0.000064  0.000064 
-14.039520    0.000064  0.000064 
-14.024512    0.000064  0.000064 
-14.009505    0.000064  0.000064 
-13.994497    0.000065  0.000065 
-13.979490    0.000065  0.000065 
-13.964482    0.000065  0.000065 
-13.949475    0.000065  0.000065 
-13.934467    0.000065  0.000065 
-13.919460    0.000065  0.000065 
-13.904452    0.000065  0.000065 
-13.889445    0.000065  0.000065 
-13.874437    0.000066  0.000066 
-13.859430    0.000066  0.000066 
-13.844422    0.000066  0.000066 
-13.829415    0.000066  0.000066 
-13.814407    0.000066  0.000066 
-13.799400    0.000066  0.000066 
-13.784392    0.000066  0.000066 
-13.769385    0.000067  0.000067 
-13.754377    0.000067  0.000067 
-13.739370    0.000067  0.000067 
-13.724362    0.000067  0.000067 
-13.709355    0.000067  0.000067 
-13.694347    0.000067  0.000067 
-13.679340    0.000067  0.000067 
-13.664332    0.000067  0.000067 
-13.649325    0.000068  0.000068 
-13.634317    0.000068  0.000068 
-13.619310    0.000068  0.000068 
-13.604302    0.000068  0.000068 
-13.589295    0.000068  0.000068 
-13.574287    0.000068  0.000068 
-13.559280    0.000068  0.000068 
-13.544272    0.000068  0.000068 
-13.529265    0.000069  0.000069 
-13.514257    0.000069  0.000069 
-13.499250    0.000069  0.000069 
-13.484242    0.000069  0.000069 
-13.469235    0.000069  0.000069 
-13.454227    0.000069  0.000069 
-13.439220    0.000069  0.000069 
-13.424212    0.000070  0.000070 
-13.409205    0.000070  0.000070 
-13.394197    0.000070  0.000070 
-13.379190    0.000070  0.000070 
-13.364182    0.000070  0.000070 
-13.349175    0.000070  0.000070 
-13.334167    0.000070  0.000070 
-13.319160    0.000071  0.000071 
-13.304152    0.000071  0.000071 
-13.289145    0.000071  0.000071 
-13.274137    0.000071  0.000071 
-13.259130    0.000071  0.000071 
-13.244122    0.000071  0.000071 
-13.229115    0.000071  0.000071 
-13.214107    0.000072  0.000072 
-13.199100    0.000072  0.000072 
-13.184092    0.000072  0.000072 
-13.169085    0.000072  0.000072 
-13.154077    0.000072  0.000072 
-13.139070    0.000072  0.000072 
-13.124062    0.000072  0.000072 
-13.109055    0.000073  0.000073 
-13.094047    0.000073  0.000073 
-13.079040    0.000073  0.000073 
-13.064032    0.000073  0.000073 
-13.049025    0.000073  0.000073 
-13.034017    0.000073  0.000073 
-13.019010    0.000073  0.000073 
-13.004002    0.000074  0.000074 
-12.988994    0.000074  0.000074 
-12.973987    0.000074  0.000074 
-12.958979    0.000074  0.000074 
-12.943972    0.000074  0.000074 
-12.928964    0.000074  0.000074 
-12.913957    0.000075  0.000075 
-12.898949    0.000075  0.000075 
-12.883942    0.000075  0.000075 
-12.868934    0.000075  0.000075 
-12.853927    0.000075  0.000075 
-12.838919    0.000075  0.000075 
-12.823912    0.000075  0.000075 
-12.808904    0.000076  0.000076 
-12.793897    0.000076  0.000076 
-12.778889    0.000076  0.000076 
-12.763882    0.000076  0.000076 
-12.748874    0.000076  0.000076 
-12.733867    0.000076  0.000076 
-12.718859    0.000077  0.000077 
-12.703852    0.000077  0.000077 
-12.688844    0.000077  0.000077 
-12.673837    0.000077  0.000077 
-12.658829    0.000077  0.000077 
-12.643822    0.000077  0.000077 
-12.628814    0.000078  0.000078 
-12.613807    0.000078  0.000078 
-12.598799    0.000078  0.000078 
-12.583792    0.000078  0.000078 
-12.568784    0.000078  0.000078 
-12.553777    0.000078  0.000078 
-12.538769    0.000078  0.000078 
-12.523762    0.000079  0.000079 
-12.508754    0.000079  0.000079 
-12.493747    0.000079  0.000079 
-12.478739    0.000079  0.000079 
-12.463732    0.000079  0.000079 
-12.448724    0.000079  0.000079 
-12.433717    0.000080  0.000080 
-12.418709    0.000080  0.000080 
-12.403702    0.000080  0.000080 
-12.388694    0.000080  0.000080 
-12.373687    0.000080  0.000080 
-12.358679    0.000081  0.000081 
-12.343672    0.000081  0.000081 
-12.328664    0.000081  0.000081 
-12.313657    0.000081  0.000081 
-12.298649    0.000081  0.000081 
-12.283642    0.000081  0.000081 
-12.268634    0.000082  0.000082 
-12.253627    0.000082  0.000082 
-12.238619    0.000082  0.000082 
-12.223612    0.000082  0.000082 
-12.208604    0.000082  0.000082 
-12.193597    0.000082  0.000082 
-12.178589    0.000083  0.000083 
-12.163582    0.000083  0.000083 
-12.148574    0.000083  0.000083 
-12.133567    0.000083  0.000083 
-12.118559    0.000083  0.000083 
-12.103552    0.000084  0.000084 
-12.088544    0.000084  0.000084 
-12.073537    0.000084  0.000084 
-12.058529    0.000084  0.000084 
-12.043522    0.000084  0.000084 
-12.028514    0.000084  0.000084 
-12.013507    0.000085  0.000085 
-11.998499    0.000085  0.000085 
-11.983492    0.000085  0.000085 
-11.968484    0.000085  0.000085 
-11.953477    0.000085  0.000085 
-11.938469    0.000086  0.000086 
-11.923462    0.000086  0.000086 
-11.908454    0.000086  0.000086 
-11.893447    0.000086  0.000086 
-11.878439    0.000086  0.000086 
-11.863432    0.000087  0.000087 
-11.848424    0.000087  0.000087 
-11.833417    0.000087  0.000087 
-11.818409    0.000087  0.000087 
-11.803402    0.000087  0.000087 
-11.788394    0.000087  0.000087 
-11.773387    0.000088  0.000088 
-11.758379    0.000088  0.000088 
-11.743372    0.000088  0.000088 
-11.728364    0.000088  0.000088 
-11.713357    0.000088  0.000088 
-11.698349    0.000089  0.000089 
-11.683342    0.000089  0.000089 
-11.668334    0.000089  0.000089 
-11.653327    0.000089  0.000089 
-11.638319    0.000089  0.000089 
-11.623312    0.000090  0.000090 
-11.608304    0.000090  0.000090 
-11.593297    0.000090  0.000090 
-11.578289    0.000090  0.000090 
-11.563282    0.000090  0.000090 
-11.548274    0.000091  0.000091 
-11.533267    0.000091  0.000091 
-11.518259    0.000091  0.000091 
-11.503252    0.000091  0.000091 
-11.488244    0.000092  0.000092 
-11.473237    0.000092  0.000092 
-11.458229    0.000092  0.000092 
-11.443222    0.000092  0.000092 
-11.428214    0.000092  0.000092 
-11.413207    0.000093  0.000093 
-11.398199    0.000093  0.000093 
-11.383192    0.000093  0.000093 
-11.368184    0.000093  0.000093 
-11.353177    0.000093  0.000093 
-11.338169    0.000094  0.000094 
-11.323162    0.000094  0.000094 
-11.308154    0.000094  0.000094 
-11.293147    0.000094  0.000094 
-11.278139    0.000094  0.000094 
-11.263132    0.000095  0.000095 
-11.248124    0.000095  0.000095 
-11.233117    0.000095  0.000095 
-11.218109    0.000095  0.000095 
-11.203102    0.000096  0.000096 
-11.188094    0.000096  0.000096 
-11.173087    0.000096  0.000096 
-11.158079    0.000096  0.000096 
