-15.000000    0.000154  0.000154  0.000154  0.000154 
-14.975000    0.000155  0.000155  0.000155  0.000155 
-14.950000    0.000155  0.000155  0.000155  0.000155 
-14.925000    0.000156  0.000156  0.000156  0.000156 
-14.900000    0.000156  0.000156  0.000156  0.000156 
-14.875000    0.000157  0.000157  0.000157  0.000157 
-14.850000    0.000157  0.000157  0.000157  0.000157 
-14.825000    0.000158  0.000158  0.000158  0.000158 
-14.800000    0.000159  0.000159  0.000159  0.000159 
-14.775000    0.000159  0.000159  0.000159  0.000159 
-14.750000    0.000160  0.000160  0.000160  0.000160 
-14.725000    0.000160  0.000160  0.000160  0.000160 
-14.700000    0.000161  0.000161  0.000161  0.000161 
-14.675000    0.000162  0.000162  0.000162  0.000162 
-14.650000    0.000162  0.000162  0.000162  0.000162 
-14.625000    0.000163  0.000163  0.000163  0.000163 
-14.600000    0.000163  0.000163  0.000163  0.000163 
-14.575000    0.000164  0.000164  0.000164  0.000164 
-14.550000    0.000165  0.000165  0.000165  0.000165 
-14.525000    0.000165  0.000165  0.000165  0.000165 
-14.500000    0.000166  0.000166  0.000166  0.000166 
-14.475000    0.000166  0.000166  0.000166  0.000166 
-14.450000    0.000167  0.000167  0.000167  0.000167 
-14.425000    0.000168  0.000168  0.000168  0.000168 
-14.400000    0.000168  0.000168  0.000168  0.000168 
-14.375000    0.000169  0.000169  0.000169  0.000169 
-14.350000    0.000170  0.000170  0.000170  0.000170 
-14.325000    0.000170  0.000170  0.000170  0.000170 
-14.300000    0.000171  0.000171  0.000171  0.000171 
-14.275000    0.000172  0.000172  0.000172  0.000172 
-14.250000    0.000172  0.000172  0.000172  0.000172 
-14.225000    0.000173  0.000173  0.000173  0.000173 
-14.200000    0.000174  0.000174  0.000174  0.000174 
-14.175000    0.000174  0.000174  0.000174  0.000174 
-14.150000    0.000175  0.000175  0.000175  0.000175 
-14.125000    0.000176  0.000176  0.000176  0.000176 
-14.100000    0.000176  0.000176  0.000176  0.000176 
-14.075000    0.000177  0.000177  0.000177  0.000177 
-14.050000    0.000178  0.000178  0.000178  0.000178 
-14.025000    0.000178  0.000178  0.000178  0.000178 
-14.000000    0.000179  0.000179  0.000179  0.000179 
-13.975000    0.000180  0.000180  0.000180  0.000180 
-13.950000    0.000181  0.000181  0.000181  0.000181 
-13.925000    0.000181  0.000181  0.000181  0.000181 
-13.900000    0.000182  0.000182  0.000182  0.000182 
-13.875000    0.000183  0.000183  0.000183  0.000183 
-13.850000    0.000183  0.000183  0.000183  0.000183 
-13.825000    0.000184  0.000184  0.000184  0.000184 
-13.800000    0.000185  0.000185  0.000185  0.000185 
-13.775000    0.000186  0.000186  0.000186  0.000186 
-13.750000    0.000186  0.000186  0.000186  0.000186 
-13.725000    0.000187  0.000187  0.000187  0.000187 
-13.700000    0.000188  0.000188  0.000188  0.000188 
-13.675000    0.000189  0.000189  0.000189  0.000189 
-13.650000    0.000190  0.000190  0.000190  0.000190 
-13.625000    0.000190  0.000190  0.000190  0.000190 
-13.600000    0.000191  0.000191  0.000191  0.000191 
-13.575000    0.000192  0.000192  0.000192  0.000192 
-13.550000    0.000193  0.000193  0.000193  0.000193 
-13.525000    0.000193  0.000193  0.000193  0.000193 
-13.500000    0.000194  0.000194  0.000194  0.000194 
-13.475000    0.000195  0.000195  0.000195  0.000195 
-13.450000    0.000196  0.000196  0.000196  0.000196 
-13.425000    0.000197  0.000197  0.000197  0.000197 
-13.400000    0.000197  0.000197  0.000197  0.000197 
-13.375000    0.000198  0.000198  0.000198  0.000198 
-13.350000    0.000199  0.000199  0.000199  0.000199 
-13.325000    0.000200  0.000200  0.000200  0.000200 
-13.300000    0.000201  0.000201  0.000201  0.000201 
-13.275000    0.000202  0.000202  0.000202  0.000202 
-13.250000    0.000203  0.000203  0.000203  0.000203 
-13.225000    0.000203  0.000203  0.000203  0.000203 
-13.200000    0.000204  0.000204  0.000204  0.000204 
-13.175000    0.000205  0.000205  0.000205  0.000205 
-13.150000    0.000206  0.000206  0.000206  0.000206 
-13.125000    0.000207  0.000207  0.000207  0.000207 
