-15.000000    0.000154  0.000154  0.000154  0.000154 
-14.984992    0.000154  0.000154  0.000154  0.000154 
-14.969985    0.000155  0.000155  0.000155  0.000155 
-14.954977    0.000155  0.000155  0.000155  0.000155 
-14.939970    0.000155  0.000155  0.000155  0.000155 
-14.924962    0.000156  0.000156  0.000156  0.000156 
-14.909955    0.000156  0.000156  0.000156  0.000156 
-14.894947    0.000156  0.000156  0.000156  0.000156 
-14.879940    0.000157  0.000157  0.000157  0.000157 
-14.864932    0.000157  0.000157  0.000157  0.000157 
-14.849925    0.000157  0.000157  0.000157  0.000157 
-14.834917    0.000158  0.000158  0.000158  0.000158 
-14.819910    0.000158  0.000158  0.000158  0.000158 
-14.804902    0.000158  0.000158  0.000158  0.000158 
-14.789895    0.000159  0.000159  0.000159  0.000159 
-14.774887    0.000159  0.000159  0.000159  0.000159 
-14.759880    0.000159  0.000159  0.000159  0.000159 
-14.744872    0.000160  0.000160  0.000160  0.000160 
-14.729865    0.000160  0.000160  0.000160  0.000160 
-14.714857    0.000161  0.000161  0.000161  0.000161 
-14.699850    0.000161  0.000161  0.000161  0.000161 
-14.684842    0.000161  0.000161  0.000161  0.000161 
-14.669835    0.000162  0.000162  0.000162  0.000162 
-14.654827    0.000162  0.000162  0.000162  0.000162 
-14.639820    0.000162  0.000162  0.000162  0.000162 
-14.624812    0.000163  0.000163  0.000163  0.000163 
-14.609805    0.000163  0.000163  0.000163  0.000163 
-14.594797    0.000163  0.000163  0.000163  0.000163 
-14.579790    0.000164  0.000164  0.000164  0.000164 
-14.564782    0.000164  0.000164  0.000164  0.000164 
-14.549775    0.000165  0.000165  0.000165  0.000165 
-14.534767    0.000165  0.000165  0.000165  0.000165 
-14.519760    0.000165  0.000165  0.000165  0.000165 
-14.504752    0.000166  0.000166  0.000166  0.000166 
-14.489745    0.000166  0.000166  0.000166  0.000166 
-14.474737    0.000166  0.000166  0.000166  0.000166 
-14.459730    0.000167  0.000167  0.000167  0.000167 
-14.444722    0.000167  0.000167  0.000167  0.000167 
